Time	Node	AppId	SeqNo	Type	DelayS	DelayUS	RetxCount	HopCount
0.086136	0	0	0	LastDelay	0.086136	86136	1	3
0.086136	0	0	0	FullDelay	0.086136	86136	1	3
0.096136	0	0	1	LastDelay	0.086136	86136	1	3
0.096136	0	0	1	FullDelay	0.086136	86136	1	3
0.106136	0	0	2	LastDelay	0.086136	86136	1	3
0.106136	0	0	2	FullDelay	0.086136	86136	1	3
0.116136	0	0	3	LastDelay	0.086136	86136	1	3
0.116136	0	0	3	FullDelay	0.086136	86136	1	3
0.126136	0	0	4	LastDelay	0.086136	86136	1	3
0.126136	0	0	4	FullDelay	0.086136	86136	1	3
0.136136	0	0	5	LastDelay	0.086136	86136	1	3
0.136136	0	0	5	FullDelay	0.086136	86136	1	3
0.146136	0	0	6	LastDelay	0.086136	86136	1	3
0.146136	0	0	6	FullDelay	0.086136	86136	1	3
0.156136	0	0	7	LastDelay	0.086136	86136	1	3
0.156136	0	0	7	FullDelay	0.086136	86136	1	3
0.166136	0	0	8	LastDelay	0.086136	86136	1	3
0.166136	0	0	8	FullDelay	0.086136	86136	1	3
0.176136	0	0	9	LastDelay	0.086136	86136	1	3
0.176136	0	0	9	FullDelay	0.086136	86136	1	3
0.186136	0	0	10	LastDelay	0.086136	86136	1	3
0.186136	0	0	10	FullDelay	0.086136	86136	1	3
0.196136	0	0	11	LastDelay	0.086136	86136	1	3
0.196136	0	0	11	FullDelay	0.086136	86136	1	3
0.206136	0	0	12	LastDelay	0.086136	86136	1	3
0.206136	0	0	12	FullDelay	0.086136	86136	1	3
0.216136	0	0	13	LastDelay	0.086136	86136	1	3
0.216136	0	0	13	FullDelay	0.086136	86136	1	3
0.226136	0	0	14	LastDelay	0.086136	86136	1	3
0.226136	0	0	14	FullDelay	0.086136	86136	1	3
0.236136	0	0	15	LastDelay	0.086136	86136	1	3
0.236136	0	0	15	FullDelay	0.086136	86136	1	3
0.246136	0	0	16	LastDelay	0.086136	86136	1	3
0.246136	0	0	16	FullDelay	0.086136	86136	1	3
0.256136	0	0	17	LastDelay	0.086136	86136	1	3
0.256136	0	0	17	FullDelay	0.086136	86136	1	3
0.266136	0	0	18	LastDelay	0.086136	86136	1	3
0.266136	0	0	18	FullDelay	0.086136	86136	1	3
0.276136	0	0	19	LastDelay	0.086136	86136	1	3
0.276136	0	0	19	FullDelay	0.086136	86136	1	3
0.286136	0	0	20	LastDelay	0.086136	86136	1	3
0.286136	0	0	20	FullDelay	0.086136	86136	1	3
0.296136	0	0	21	LastDelay	0.086136	86136	1	3
0.296136	0	0	21	FullDelay	0.086136	86136	1	3
0.306136	0	0	22	LastDelay	0.086136	86136	1	3
0.306136	0	0	22	FullDelay	0.086136	86136	1	3
0.316136	0	0	23	LastDelay	0.086136	86136	1	3
0.316136	0	0	23	FullDelay	0.086136	86136	1	3
0.326136	0	0	24	LastDelay	0.086136	86136	1	3
0.326136	0	0	24	FullDelay	0.086136	86136	1	3
0.336136	0	0	25	LastDelay	0.086136	86136	1	3
0.336136	0	0	25	FullDelay	0.086136	86136	1	3
0.346136	0	0	26	LastDelay	0.086136	86136	1	3
0.346136	0	0	26	FullDelay	0.086136	86136	1	3
0.356136	0	0	27	LastDelay	0.086136	86136	1	3
0.356136	0	0	27	FullDelay	0.086136	86136	1	3
0.366136	0	0	28	LastDelay	0.086136	86136	1	3
0.366136	0	0	28	FullDelay	0.086136	86136	1	3
0.376136	0	0	29	LastDelay	0.086136	86136	1	3
0.376136	0	0	29	FullDelay	0.086136	86136	1	3
0.386136	0	0	30	LastDelay	0.086136	86136	1	3
0.386136	0	0	30	FullDelay	0.086136	86136	1	3
0.396136	0	0	31	LastDelay	0.086136	86136	1	3
0.396136	0	0	31	FullDelay	0.086136	86136	1	3
0.406136	0	0	32	LastDelay	0.086136	86136	1	3
0.406136	0	0	32	FullDelay	0.086136	86136	1	3
0.416136	0	0	33	LastDelay	0.086136	86136	1	3
0.416136	0	0	33	FullDelay	0.086136	86136	1	3
0.426136	0	0	34	LastDelay	0.086136	86136	1	3
0.426136	0	0	34	FullDelay	0.086136	86136	1	3
0.436136	0	0	35	LastDelay	0.086136	86136	1	3
0.436136	0	0	35	FullDelay	0.086136	86136	1	3
0.446136	0	0	36	LastDelay	0.086136	86136	1	3
0.446136	0	0	36	FullDelay	0.086136	86136	1	3
0.456136	0	0	37	LastDelay	0.086136	86136	1	3
0.456136	0	0	37	FullDelay	0.086136	86136	1	3
0.466136	0	0	38	LastDelay	0.086136	86136	1	3
0.466136	0	0	38	FullDelay	0.086136	86136	1	3
0.476136	0	0	39	LastDelay	0.086136	86136	1	3
0.476136	0	0	39	FullDelay	0.086136	86136	1	3
0.486136	0	0	40	LastDelay	0.086136	86136	1	3
0.486136	0	0	40	FullDelay	0.086136	86136	1	3
0.496136	0	0	41	LastDelay	0.086136	86136	1	3
0.496136	0	0	41	FullDelay	0.086136	86136	1	3
0.506136	0	0	42	LastDelay	0.086136	86136	1	3
0.506136	0	0	42	FullDelay	0.086136	86136	1	3
0.516136	0	0	43	LastDelay	0.086136	86136	1	3
0.516136	0	0	43	FullDelay	0.086136	86136	1	3
0.526136	0	0	44	LastDelay	0.086136	86136	1	3
0.526136	0	0	44	FullDelay	0.086136	86136	1	3
0.536136	0	0	45	LastDelay	0.086136	86136	1	3
0.536136	0	0	45	FullDelay	0.086136	86136	1	3
0.546136	0	0	46	LastDelay	0.086136	86136	1	3
0.546136	0	0	46	FullDelay	0.086136	86136	1	3
0.556136	0	0	47	LastDelay	0.086136	86136	1	3
0.556136	0	0	47	FullDelay	0.086136	86136	1	3
0.566136	0	0	48	LastDelay	0.086136	86136	1	3
0.566136	0	0	48	FullDelay	0.086136	86136	1	3
0.576136	0	0	49	LastDelay	0.086136	86136	1	3
0.576136	0	0	49	FullDelay	0.086136	86136	1	3
0.586136	0	0	50	LastDelay	0.086136	86136	1	3
0.586136	0	0	50	FullDelay	0.086136	86136	1	3
0.596136	0	0	51	LastDelay	0.086136	86136	1	3
0.596136	0	0	51	FullDelay	0.086136	86136	1	3
0.606136	0	0	52	LastDelay	0.086136	86136	1	3
0.606136	0	0	52	FullDelay	0.086136	86136	1	3
0.616136	0	0	53	LastDelay	0.086136	86136	1	3
0.616136	0	0	53	FullDelay	0.086136	86136	1	3
0.626136	0	0	54	LastDelay	0.086136	86136	1	3
0.626136	0	0	54	FullDelay	0.086136	86136	1	3
0.636136	0	0	55	LastDelay	0.086136	86136	1	3
0.636136	0	0	55	FullDelay	0.086136	86136	1	3
0.646136	0	0	56	LastDelay	0.086136	86136	1	3
0.646136	0	0	56	FullDelay	0.086136	86136	1	3
0.656136	0	0	57	LastDelay	0.086136	86136	1	3
0.656136	0	0	57	FullDelay	0.086136	86136	1	3
0.666136	0	0	58	LastDelay	0.086136	86136	1	3
0.666136	0	0	58	FullDelay	0.086136	86136	1	3
0.676136	0	0	59	LastDelay	0.086136	86136	1	3
0.676136	0	0	59	FullDelay	0.086136	86136	1	3
0.686136	0	0	60	LastDelay	0.086136	86136	1	3
0.686136	0	0	60	FullDelay	0.086136	86136	1	3
0.696136	0	0	61	LastDelay	0.086136	86136	1	3
0.696136	0	0	61	FullDelay	0.086136	86136	1	3
0.706136	0	0	62	LastDelay	0.086136	86136	1	3
0.706136	0	0	62	FullDelay	0.086136	86136	1	3
0.716136	0	0	63	LastDelay	0.086136	86136	1	3
0.716136	0	0	63	FullDelay	0.086136	86136	1	3
0.726136	0	0	64	LastDelay	0.086136	86136	1	3
0.726136	0	0	64	FullDelay	0.086136	86136	1	3
0.736136	0	0	65	LastDelay	0.086136	86136	1	3
0.736136	0	0	65	FullDelay	0.086136	86136	1	3
0.746136	0	0	66	LastDelay	0.086136	86136	1	3
0.746136	0	0	66	FullDelay	0.086136	86136	1	3
0.756136	0	0	67	LastDelay	0.086136	86136	1	3
0.756136	0	0	67	FullDelay	0.086136	86136	1	3
0.766136	0	0	68	LastDelay	0.086136	86136	1	3
0.766136	0	0	68	FullDelay	0.086136	86136	1	3
0.776136	0	0	69	LastDelay	0.086136	86136	1	3
0.776136	0	0	69	FullDelay	0.086136	86136	1	3
0.786136	0	0	70	LastDelay	0.086136	86136	1	3
0.786136	0	0	70	FullDelay	0.086136	86136	1	3
0.796136	0	0	71	LastDelay	0.086136	86136	1	3
0.796136	0	0	71	FullDelay	0.086136	86136	1	3
0.806136	0	0	72	LastDelay	0.086136	86136	1	3
0.806136	0	0	72	FullDelay	0.086136	86136	1	3
0.816136	0	0	73	LastDelay	0.086136	86136	1	3
0.816136	0	0	73	FullDelay	0.086136	86136	1	3
0.826136	0	0	74	LastDelay	0.086136	86136	1	3
0.826136	0	0	74	FullDelay	0.086136	86136	1	3
0.836136	0	0	75	LastDelay	0.086136	86136	1	3
0.836136	0	0	75	FullDelay	0.086136	86136	1	3
0.846136	0	0	76	LastDelay	0.086136	86136	1	3
0.846136	0	0	76	FullDelay	0.086136	86136	1	3
0.856136	0	0	77	LastDelay	0.086136	86136	1	3
0.856136	0	0	77	FullDelay	0.086136	86136	1	3
0.866136	0	0	78	LastDelay	0.086136	86136	1	3
0.866136	0	0	78	FullDelay	0.086136	86136	1	3
0.876136	0	0	79	LastDelay	0.086136	86136	1	3
0.876136	0	0	79	FullDelay	0.086136	86136	1	3
0.886136	0	0	80	LastDelay	0.086136	86136	1	3
0.886136	0	0	80	FullDelay	0.086136	86136	1	3
0.896136	0	0	81	LastDelay	0.086136	86136	1	3
0.896136	0	0	81	FullDelay	0.086136	86136	1	3
0.906136	0	0	82	LastDelay	0.086136	86136	1	3
0.906136	0	0	82	FullDelay	0.086136	86136	1	3
0.916136	0	0	83	LastDelay	0.086136	86136	1	3
0.916136	0	0	83	FullDelay	0.086136	86136	1	3
0.926136	0	0	84	LastDelay	0.086136	86136	1	3
0.926136	0	0	84	FullDelay	0.086136	86136	1	3
0.936136	0	0	85	LastDelay	0.086136	86136	1	3
0.936136	0	0	85	FullDelay	0.086136	86136	1	3
0.946136	0	0	86	LastDelay	0.086136	86136	1	3
0.946136	0	0	86	FullDelay	0.086136	86136	1	3
0.956136	0	0	87	LastDelay	0.086136	86136	1	3
0.956136	0	0	87	FullDelay	0.086136	86136	1	3
0.966136	0	0	88	LastDelay	0.086136	86136	1	3
0.966136	0	0	88	FullDelay	0.086136	86136	1	3
0.976136	0	0	89	LastDelay	0.086136	86136	1	3
0.976136	0	0	89	FullDelay	0.086136	86136	1	3
0.986136	0	0	90	LastDelay	0.086136	86136	1	3
0.986136	0	0	90	FullDelay	0.086136	86136	1	3
0.996136	0	0	91	LastDelay	0.086136	86136	1	3
0.996136	0	0	91	FullDelay	0.086136	86136	1	3
1.00614	0	0	92	LastDelay	0.086136	86136	1	3
1.00614	0	0	92	FullDelay	0.086136	86136	1	3
1.01614	0	0	93	LastDelay	0.086136	86136	1	3
1.01614	0	0	93	FullDelay	0.086136	86136	1	3
1.02614	0	0	94	LastDelay	0.086136	86136	1	3
1.02614	0	0	94	FullDelay	0.086136	86136	1	3
1.03614	0	0	95	LastDelay	0.086136	86136	1	3
1.03614	0	0	95	FullDelay	0.086136	86136	1	3
1.04614	0	0	96	LastDelay	0.086136	86136	1	3
1.04614	0	0	96	FullDelay	0.086136	86136	1	3
1.05614	0	0	97	LastDelay	0.086136	86136	1	3
1.05614	0	0	97	FullDelay	0.086136	86136	1	3
1.06614	0	0	98	LastDelay	0.086136	86136	1	3
1.06614	0	0	98	FullDelay	0.086136	86136	1	3
1.07614	0	0	99	LastDelay	0.086136	86136	1	3
1.07614	0	0	99	FullDelay	0.086136	86136	1	3
1.08614	0	0	100	LastDelay	0.086136	86136	1	3
1.08614	0	0	100	FullDelay	0.086136	86136	1	3
1.09614	0	0	101	LastDelay	0.086136	86136	1	3
1.09614	0	0	101	FullDelay	0.086136	86136	1	3
1.10614	0	0	102	LastDelay	0.086136	86136	1	3
1.10614	0	0	102	FullDelay	0.086136	86136	1	3
1.11614	0	0	103	LastDelay	0.086136	86136	1	3
1.11614	0	0	103	FullDelay	0.086136	86136	1	3
1.12614	0	0	104	LastDelay	0.086136	86136	1	3
1.12614	0	0	104	FullDelay	0.086136	86136	1	3
1.13614	0	0	105	LastDelay	0.086136	86136	1	3
1.13614	0	0	105	FullDelay	0.086136	86136	1	3
1.14614	0	0	106	LastDelay	0.086136	86136	1	3
1.14614	0	0	106	FullDelay	0.086136	86136	1	3
1.15614	0	0	107	LastDelay	0.086136	86136	1	3
1.15614	0	0	107	FullDelay	0.086136	86136	1	3
1.16614	0	0	108	LastDelay	0.086136	86136	1	3
1.16614	0	0	108	FullDelay	0.086136	86136	1	3
1.17614	0	0	109	LastDelay	0.086136	86136	1	3
1.17614	0	0	109	FullDelay	0.086136	86136	1	3
1.18614	0	0	110	LastDelay	0.086136	86136	1	3
1.18614	0	0	110	FullDelay	0.086136	86136	1	3
1.19614	0	0	111	LastDelay	0.086136	86136	1	3
1.19614	0	0	111	FullDelay	0.086136	86136	1	3
1.20614	0	0	112	LastDelay	0.086136	86136	1	3
1.20614	0	0	112	FullDelay	0.086136	86136	1	3
1.21614	0	0	113	LastDelay	0.086136	86136	1	3
1.21614	0	0	113	FullDelay	0.086136	86136	1	3
1.22614	0	0	114	LastDelay	0.086136	86136	1	3
1.22614	0	0	114	FullDelay	0.086136	86136	1	3
1.23614	0	0	115	LastDelay	0.086136	86136	1	3
1.23614	0	0	115	FullDelay	0.086136	86136	1	3
1.24614	0	0	116	LastDelay	0.086136	86136	1	3
1.24614	0	0	116	FullDelay	0.086136	86136	1	3
1.25614	0	0	117	LastDelay	0.086136	86136	1	3
1.25614	0	0	117	FullDelay	0.086136	86136	1	3
1.26614	0	0	118	LastDelay	0.086136	86136	1	3
1.26614	0	0	118	FullDelay	0.086136	86136	1	3
1.27614	0	0	119	LastDelay	0.086136	86136	1	3
1.27614	0	0	119	FullDelay	0.086136	86136	1	3
1.28614	0	0	120	LastDelay	0.086136	86136	1	3
1.28614	0	0	120	FullDelay	0.086136	86136	1	3
1.29614	0	0	121	LastDelay	0.086136	86136	1	3
1.29614	0	0	121	FullDelay	0.086136	86136	1	3
1.30614	0	0	122	LastDelay	0.086136	86136	1	3
1.30614	0	0	122	FullDelay	0.086136	86136	1	3
1.31614	0	0	123	LastDelay	0.086136	86136	1	3
1.31614	0	0	123	FullDelay	0.086136	86136	1	3
1.32614	0	0	124	LastDelay	0.086136	86136	1	3
1.32614	0	0	124	FullDelay	0.086136	86136	1	3
1.33614	0	0	125	LastDelay	0.086136	86136	1	3
1.33614	0	0	125	FullDelay	0.086136	86136	1	3
1.34614	0	0	126	LastDelay	0.086136	86136	1	3
1.34614	0	0	126	FullDelay	0.086136	86136	1	3
1.35614	0	0	127	LastDelay	0.086136	86136	1	3
1.35614	0	0	127	FullDelay	0.086136	86136	1	3
1.36614	0	0	128	LastDelay	0.086136	86136	1	3
1.36614	0	0	128	FullDelay	0.086136	86136	1	3
1.37614	0	0	129	LastDelay	0.086136	86136	1	3
1.37614	0	0	129	FullDelay	0.086136	86136	1	3
1.38614	0	0	130	LastDelay	0.086136	86136	1	3
1.38614	0	0	130	FullDelay	0.086136	86136	1	3
1.39614	0	0	131	LastDelay	0.086136	86136	1	3
1.39614	0	0	131	FullDelay	0.086136	86136	1	3
1.40614	0	0	132	LastDelay	0.086136	86136	1	3
1.40614	0	0	132	FullDelay	0.086136	86136	1	3
1.41614	0	0	133	LastDelay	0.086136	86136	1	3
1.41614	0	0	133	FullDelay	0.086136	86136	1	3
1.42614	0	0	134	LastDelay	0.086136	86136	1	3
1.42614	0	0	134	FullDelay	0.086136	86136	1	3
1.43614	0	0	135	LastDelay	0.086136	86136	1	3
1.43614	0	0	135	FullDelay	0.086136	86136	1	3
1.44614	0	0	136	LastDelay	0.086136	86136	1	3
1.44614	0	0	136	FullDelay	0.086136	86136	1	3
1.45614	0	0	137	LastDelay	0.086136	86136	1	3
1.45614	0	0	137	FullDelay	0.086136	86136	1	3
1.46614	0	0	138	LastDelay	0.086136	86136	1	3
1.46614	0	0	138	FullDelay	0.086136	86136	1	3
1.47614	0	0	139	LastDelay	0.086136	86136	1	3
1.47614	0	0	139	FullDelay	0.086136	86136	1	3
1.48614	0	0	140	LastDelay	0.086136	86136	1	3
1.48614	0	0	140	FullDelay	0.086136	86136	1	3
1.49614	0	0	141	LastDelay	0.086136	86136	1	3
1.49614	0	0	141	FullDelay	0.086136	86136	1	3
1.50614	0	0	142	LastDelay	0.086136	86136	1	3
1.50614	0	0	142	FullDelay	0.086136	86136	1	3
1.51614	0	0	143	LastDelay	0.086136	86136	1	3
1.51614	0	0	143	FullDelay	0.086136	86136	1	3
1.52614	0	0	144	LastDelay	0.086136	86136	1	3
1.52614	0	0	144	FullDelay	0.086136	86136	1	3
1.53614	0	0	145	LastDelay	0.086136	86136	1	3
1.53614	0	0	145	FullDelay	0.086136	86136	1	3
1.54614	0	0	146	LastDelay	0.086136	86136	1	3
1.54614	0	0	146	FullDelay	0.086136	86136	1	3
1.55614	0	0	147	LastDelay	0.086136	86136	1	3
1.55614	0	0	147	FullDelay	0.086136	86136	1	3
1.56614	0	0	148	LastDelay	0.086136	86136	1	3
1.56614	0	0	148	FullDelay	0.086136	86136	1	3
1.57614	0	0	149	LastDelay	0.086136	86136	1	3
1.57614	0	0	149	FullDelay	0.086136	86136	1	3
1.58614	0	0	150	LastDelay	0.086136	86136	1	3
1.58614	0	0	150	FullDelay	0.086136	86136	1	3
1.59614	0	0	151	LastDelay	0.086136	86136	1	3
1.59614	0	0	151	FullDelay	0.086136	86136	1	3
1.60614	0	0	152	LastDelay	0.086136	86136	1	3
1.60614	0	0	152	FullDelay	0.086136	86136	1	3
1.61614	0	0	153	LastDelay	0.086136	86136	1	3
1.61614	0	0	153	FullDelay	0.086136	86136	1	3
1.62614	0	0	154	LastDelay	0.086136	86136	1	3
1.62614	0	0	154	FullDelay	0.086136	86136	1	3
1.63614	0	0	155	LastDelay	0.086136	86136	1	3
1.63614	0	0	155	FullDelay	0.086136	86136	1	3
1.64614	0	0	156	LastDelay	0.086136	86136	1	3
1.64614	0	0	156	FullDelay	0.086136	86136	1	3
1.65614	0	0	157	LastDelay	0.086136	86136	1	3
1.65614	0	0	157	FullDelay	0.086136	86136	1	3
1.66614	0	0	158	LastDelay	0.086136	86136	1	3
1.66614	0	0	158	FullDelay	0.086136	86136	1	3
1.67614	0	0	159	LastDelay	0.086136	86136	1	3
1.67614	0	0	159	FullDelay	0.086136	86136	1	3
1.68614	0	0	160	LastDelay	0.086136	86136	1	3
1.68614	0	0	160	FullDelay	0.086136	86136	1	3
1.69614	0	0	161	LastDelay	0.086136	86136	1	3
1.69614	0	0	161	FullDelay	0.086136	86136	1	3
1.70614	0	0	162	LastDelay	0.086136	86136	1	3
1.70614	0	0	162	FullDelay	0.086136	86136	1	3
1.71614	0	0	163	LastDelay	0.086136	86136	1	3
1.71614	0	0	163	FullDelay	0.086136	86136	1	3
1.72614	0	0	164	LastDelay	0.086136	86136	1	3
1.72614	0	0	164	FullDelay	0.086136	86136	1	3
1.73614	0	0	165	LastDelay	0.086136	86136	1	3
1.73614	0	0	165	FullDelay	0.086136	86136	1	3
1.74614	0	0	166	LastDelay	0.086136	86136	1	3
1.74614	0	0	166	FullDelay	0.086136	86136	1	3
1.75614	0	0	167	LastDelay	0.086136	86136	1	3
1.75614	0	0	167	FullDelay	0.086136	86136	1	3
1.76614	0	0	168	LastDelay	0.086136	86136	1	3
1.76614	0	0	168	FullDelay	0.086136	86136	1	3
1.77614	0	0	169	LastDelay	0.086136	86136	1	3
1.77614	0	0	169	FullDelay	0.086136	86136	1	3
1.78614	0	0	170	LastDelay	0.086136	86136	1	3
1.78614	0	0	170	FullDelay	0.086136	86136	1	3
1.79614	0	0	171	LastDelay	0.086136	86136	1	3
1.79614	0	0	171	FullDelay	0.086136	86136	1	3
1.80614	0	0	172	LastDelay	0.086136	86136	1	3
1.80614	0	0	172	FullDelay	0.086136	86136	1	3
1.81614	0	0	173	LastDelay	0.086136	86136	1	3
1.81614	0	0	173	FullDelay	0.086136	86136	1	3
1.82614	0	0	174	LastDelay	0.086136	86136	1	3
1.82614	0	0	174	FullDelay	0.086136	86136	1	3
1.83614	0	0	175	LastDelay	0.086136	86136	1	3
1.83614	0	0	175	FullDelay	0.086136	86136	1	3
1.84614	0	0	176	LastDelay	0.086136	86136	1	3
1.84614	0	0	176	FullDelay	0.086136	86136	1	3
1.85614	0	0	177	LastDelay	0.086136	86136	1	3
1.85614	0	0	177	FullDelay	0.086136	86136	1	3
1.86614	0	0	178	LastDelay	0.086136	86136	1	3
1.86614	0	0	178	FullDelay	0.086136	86136	1	3
1.87614	0	0	179	LastDelay	0.086136	86136	1	3
1.87614	0	0	179	FullDelay	0.086136	86136	1	3
1.88614	0	0	180	LastDelay	0.086136	86136	1	3
1.88614	0	0	180	FullDelay	0.086136	86136	1	3
