Time	Node	Type	Packets	
20.5	0	CacheHits	0
20.5	0	CacheMisses	5
20.5	1	CacheHits	0
20.5	1	CacheMisses	5
20.5	2	CacheHits	0
20.5	2	CacheMisses	5
20.5	3	CacheHits	0
20.5	3	CacheMisses	5
21	0	CacheHits	0
21	0	CacheMisses	5
21	1	CacheHits	0
21	1	CacheMisses	5
21	2	CacheHits	0
21	2	CacheMisses	5
21	3	CacheHits	0
21	3	CacheMisses	5
21.5	0	CacheHits	0
21.5	0	CacheMisses	5
21.5	1	CacheHits	0
21.5	1	CacheMisses	5
21.5	2	CacheHits	0
21.5	2	CacheMisses	5
21.5	3	CacheHits	0
21.5	3	CacheMisses	5
22	0	CacheHits	0
22	0	CacheMisses	5
22	1	CacheHits	0
22	1	CacheMisses	5
22	2	CacheHits	0
22	2	CacheMisses	5
22	3	CacheHits	0
22	3	CacheMisses	5
22.5	0	CacheHits	0
22.5	0	CacheMisses	5
22.5	1	CacheHits	0
22.5	1	CacheMisses	5
22.5	2	CacheHits	0
22.5	2	CacheMisses	5
22.5	3	CacheHits	0
22.5	3	CacheMisses	5
23	0	CacheHits	0
23	0	CacheMisses	5
23	1	CacheHits	0
23	1	CacheMisses	5
23	2	CacheHits	0
23	2	CacheMisses	5
23	3	CacheHits	0
23	3	CacheMisses	5
23.5	0	CacheHits	0
23.5	0	CacheMisses	5
23.5	1	CacheHits	0
23.5	1	CacheMisses	5
23.5	2	CacheHits	0
23.5	2	CacheMisses	5
23.5	3	CacheHits	0
23.5	3	CacheMisses	5
24	0	CacheHits	0
24	0	CacheMisses	5
24	1	CacheHits	0
24	1	CacheMisses	5
24	2	CacheHits	0
24	2	CacheMisses	5
24	3	CacheHits	0
24	3	CacheMisses	5
24.5	0	CacheHits	0
24.5	0	CacheMisses	5
24.5	1	CacheHits	0
24.5	1	CacheMisses	5
24.5	2	CacheHits	0
24.5	2	CacheMisses	5
24.5	3	CacheHits	0
24.5	3	CacheMisses	5
25	0	CacheHits	0
25	0	CacheMisses	5
25	1	CacheHits	0
25	1	CacheMisses	5
25	2	CacheHits	0
25	2	CacheMisses	5
25	3	CacheHits	0
25	3	CacheMisses	5
25.5	0	CacheHits	0
25.5	0	CacheMisses	5
25.5	1	CacheHits	0
25.5	1	CacheMisses	5
25.5	2	CacheHits	0
25.5	2	CacheMisses	5
25.5	3	CacheHits	0
25.5	3	CacheMisses	5
26	0	CacheHits	0
26	0	CacheMisses	5
26	1	CacheHits	0
26	1	CacheMisses	5
26	2	CacheHits	0
26	2	CacheMisses	5
26	3	CacheHits	0
26	3	CacheMisses	5
26.5	0	CacheHits	0
26.5	0	CacheMisses	5
26.5	1	CacheHits	0
26.5	1	CacheMisses	5
26.5	2	CacheHits	0
26.5	2	CacheMisses	5
26.5	3	CacheHits	0
26.5	3	CacheMisses	5
27	0	CacheHits	0
27	0	CacheMisses	5
27	1	CacheHits	0
27	1	CacheMisses	5
27	2	CacheHits	0
27	2	CacheMisses	5
27	3	CacheHits	0
27	3	CacheMisses	5
27.5	0	CacheHits	0
27.5	0	CacheMisses	5
27.5	1	CacheHits	0
27.5	1	CacheMisses	5
27.5	2	CacheHits	0
27.5	2	CacheMisses	5
27.5	3	CacheHits	0
27.5	3	CacheMisses	5
28	0	CacheHits	0
28	0	CacheMisses	5
28	1	CacheHits	0
28	1	CacheMisses	5
28	2	CacheHits	0
28	2	CacheMisses	5
28	3	CacheHits	0
28	3	CacheMisses	5
28.5	0	CacheHits	0
28.5	0	CacheMisses	5
28.5	1	CacheHits	0
28.5	1	CacheMisses	5
28.5	2	CacheHits	0
28.5	2	CacheMisses	5
28.5	3	CacheHits	0
28.5	3	CacheMisses	5
29	0	CacheHits	0
29	0	CacheMisses	5
29	1	CacheHits	0
29	1	CacheMisses	5
29	2	CacheHits	0
29	2	CacheMisses	5
29	3	CacheHits	0
29	3	CacheMisses	5
29.5	0	CacheHits	0
29.5	0	CacheMisses	5
29.5	1	CacheHits	0
29.5	1	CacheMisses	5
29.5	2	CacheHits	0
29.5	2	CacheMisses	5
29.5	3	CacheHits	0
29.5	3	CacheMisses	5
30	0	CacheHits	0
30	0	CacheMisses	5
30	1	CacheHits	0
30	1	CacheMisses	5
30	2	CacheHits	0
30	2	CacheMisses	5
30	3	CacheHits	0
30	3	CacheMisses	5
30.5	0	CacheHits	0
30.5	0	CacheMisses	5
30.5	1	CacheHits	0
30.5	1	CacheMisses	5
30.5	2	CacheHits	0
30.5	2	CacheMisses	5
30.5	3	CacheHits	0
30.5	3	CacheMisses	5
31	0	CacheHits	0
31	0	CacheMisses	5
31	1	CacheHits	0
31	1	CacheMisses	5
31	2	CacheHits	0
31	2	CacheMisses	5
31	3	CacheHits	0
31	3	CacheMisses	5
31.5	0	CacheHits	0
31.5	0	CacheMisses	5
31.5	1	CacheHits	0
31.5	1	CacheMisses	5
31.5	2	CacheHits	0
31.5	2	CacheMisses	5
31.5	3	CacheHits	0
31.5	3	CacheMisses	5
32	0	CacheHits	0
32	0	CacheMisses	5
32	1	CacheHits	0
32	1	CacheMisses	5
32	2	CacheHits	0
32	2	CacheMisses	5
32	3	CacheHits	0
32	3	CacheMisses	5
32.5	0	CacheHits	0
32.5	0	CacheMisses	5
32.5	1	CacheHits	0
32.5	1	CacheMisses	5
32.5	2	CacheHits	0
32.5	2	CacheMisses	5
32.5	3	CacheHits	0
32.5	3	CacheMisses	5
33	0	CacheHits	0
33	0	CacheMisses	5
33	1	CacheHits	0
33	1	CacheMisses	5
33	2	CacheHits	0
33	2	CacheMisses	5
33	3	CacheHits	0
33	3	CacheMisses	5
33.5	0	CacheHits	0
33.5	0	CacheMisses	5
33.5	1	CacheHits	0
33.5	1	CacheMisses	5
33.5	2	CacheHits	0
33.5	2	CacheMisses	5
33.5	3	CacheHits	0
33.5	3	CacheMisses	5
34	0	CacheHits	0
34	0	CacheMisses	5
34	1	CacheHits	0
34	1	CacheMisses	5
34	2	CacheHits	0
34	2	CacheMisses	5
34	3	CacheHits	0
34	3	CacheMisses	5
34.5	0	CacheHits	0
34.5	0	CacheMisses	5
34.5	1	CacheHits	0
34.5	1	CacheMisses	5
34.5	2	CacheHits	0
34.5	2	CacheMisses	5
34.5	3	CacheHits	0
34.5	3	CacheMisses	5
35	0	CacheHits	0
35	0	CacheMisses	5
35	1	CacheHits	0
35	1	CacheMisses	5
35	2	CacheHits	0
35	2	CacheMisses	5
35	3	CacheHits	0
35	3	CacheMisses	5
35.5	0	CacheHits	0
35.5	0	CacheMisses	5
35.5	1	CacheHits	0
35.5	1	CacheMisses	5
35.5	2	CacheHits	0
35.5	2	CacheMisses	5
35.5	3	CacheHits	0
35.5	3	CacheMisses	5
36	0	CacheHits	0
36	0	CacheMisses	5
36	1	CacheHits	0
36	1	CacheMisses	5
36	2	CacheHits	0
36	2	CacheMisses	5
36	3	CacheHits	0
36	3	CacheMisses	5
36.5	0	CacheHits	0
36.5	0	CacheMisses	5
36.5	1	CacheHits	0
36.5	1	CacheMisses	5
36.5	2	CacheHits	0
36.5	2	CacheMisses	5
36.5	3	CacheHits	0
36.5	3	CacheMisses	5
37	0	CacheHits	0
37	0	CacheMisses	5
37	1	CacheHits	0
37	1	CacheMisses	5
37	2	CacheHits	0
37	2	CacheMisses	5
37	3	CacheHits	0
37	3	CacheMisses	5
37.5	0	CacheHits	0
37.5	0	CacheMisses	5
37.5	1	CacheHits	0
37.5	1	CacheMisses	5
37.5	2	CacheHits	0
37.5	2	CacheMisses	5
37.5	3	CacheHits	0
37.5	3	CacheMisses	5
38	0	CacheHits	0
38	0	CacheMisses	5
38	1	CacheHits	0
38	1	CacheMisses	5
38	2	CacheHits	0
38	2	CacheMisses	5
38	3	CacheHits	0
38	3	CacheMisses	5
38.5	0	CacheHits	0
38.5	0	CacheMisses	5
38.5	1	CacheHits	0
38.5	1	CacheMisses	5
38.5	2	CacheHits	0
38.5	2	CacheMisses	5
38.5	3	CacheHits	0
38.5	3	CacheMisses	5
39	0	CacheHits	0
39	0	CacheMisses	5
39	1	CacheHits	0
39	1	CacheMisses	5
39	2	CacheHits	0
39	2	CacheMisses	5
39	3	CacheHits	0
39	3	CacheMisses	5
39.5	0	CacheHits	0
39.5	0	CacheMisses	5
39.5	1	CacheHits	0
39.5	1	CacheMisses	5
39.5	2	CacheHits	0
39.5	2	CacheMisses	5
39.5	3	CacheHits	0
39.5	3	CacheMisses	5
40	0	CacheHits	0
40	0	CacheMisses	5
40	1	CacheHits	0
40	1	CacheMisses	5
40	2	CacheHits	0
40	2	CacheMisses	5
40	3	CacheHits	0
40	3	CacheMisses	5
40.5	0	CacheHits	0
40.5	0	CacheMisses	5
40.5	1	CacheHits	0
40.5	1	CacheMisses	5
40.5	2	CacheHits	0
40.5	2	CacheMisses	5
40.5	3	CacheHits	0
40.5	3	CacheMisses	5
41	0	CacheHits	0
41	0	CacheMisses	5
41	1	CacheHits	0
41	1	CacheMisses	5
41	2	CacheHits	0
41	2	CacheMisses	5
41	3	CacheHits	0
41	3	CacheMisses	5
41.5	0	CacheHits	0
41.5	0	CacheMisses	5
41.5	1	CacheHits	0
41.5	1	CacheMisses	5
41.5	2	CacheHits	0
41.5	2	CacheMisses	5
41.5	3	CacheHits	0
41.5	3	CacheMisses	5
42	0	CacheHits	0
42	0	CacheMisses	5
42	1	CacheHits	0
42	1	CacheMisses	5
42	2	CacheHits	0
42	2	CacheMisses	5
42	3	CacheHits	0
42	3	CacheMisses	5
42.5	0	CacheHits	0
42.5	0	CacheMisses	5
42.5	1	CacheHits	0
42.5	1	CacheMisses	5
42.5	2	CacheHits	0
42.5	2	CacheMisses	5
42.5	3	CacheHits	0
42.5	3	CacheMisses	5
43	0	CacheHits	0
43	0	CacheMisses	5
43	1	CacheHits	0
43	1	CacheMisses	5
